"","party","answer","candidate_id","candidate_name","pct","pollster","state","harris","vote"
"316","REP","Trump",16651,"Donald Trump",49.3,"InsiderAdvantage","Nevada",0,"no"
"317","DEM","Harris",16661,"Kamala Harris",49.3,"InsiderAdvantage","North Carolina",1,"no"
"318","REP","Trump",16651,"Donald Trump",49.5,"InsiderAdvantage","North Carolina",0,"no"
"319","DEM","Harris",16661,"Kamala Harris",48.3,"InsiderAdvantage","Georgia",1,"no"
"320","REP","Trump",16651,"Donald Trump",48.1,"InsiderAdvantage","Georgia",0,"no"
"321","DEM","Harris",16661,"Kamala Harris",46,"Trafalgar Group","Wisconsin",1,"no"
"322","REP","Trump",16651,"Donald Trump",47.1,"Trafalgar Group","Wisconsin",0,"no"
"323","DEM","Harris",16661,"Kamala Harris",44.7,"Trafalgar Group","Michigan",1,"no"
"324","REP","Trump",16651,"Donald Trump",46.9,"Trafalgar Group","Michigan",0,"no"
"325","DEM","Harris",16661,"Kamala Harris",32,"WPAi","North Dakota",1,"no"
"326","REP","Trump",16651,"Donald Trump",59,"WPAi","North Dakota",0,"yes"
"327","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"328","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"329","DEM","Harris",16661,"Kamala Harris",60.6,"ActiVote","New York",1,"yes"
"330","REP","Trump",16651,"Donald Trump",39.4,"ActiVote","New York",0,"no"
"331","DEM","Harris",16661,"Kamala Harris",46.4,"ActiVote","Ohio",1,"no"
"332","REP","Trump",16651,"Donald Trump",53.6,"ActiVote","Ohio",0,"yes"
"333","DEM","Harris",16661,"Kamala Harris",43,"ActiVote","Indiana",1,"no"
"334","REP","Trump",16651,"Donald Trump",57,"ActiVote","Indiana",0,"yes"
"335","DEM","Harris",16661,"Kamala Harris",47,"OnMessage Inc.","Pennsylvania",1,"no"
"336","REP","Trump",16651,"Donald Trump",47,"OnMessage Inc.","Pennsylvania",0,"no"
"337","DEM","Harris",16661,"Kamala Harris",48,"Redfield & Wilton Strategies","",1,"no"
"338","REP","Trump",16651,"Donald Trump",46,"Redfield & Wilton Strategies","",0,"no"
"339","DEM","Harris",16661,"Kamala Harris",49,"Patriot Polling","Pennsylvania",1,"no"
"340","REP","Trump",16651,"Donald Trump",50,"Patriot Polling","Pennsylvania",0,"yes"
"341","DEM","Harris",16661,"Kamala Harris",51,"Morning Consult","",1,"yes"
"342","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"343","DEM","Harris",16661,"Kamala Harris",43,"Alaska Survey Research","Alaska",1,"no"
"344","REP","Trump",16651,"Donald Trump",52,"Alaska Survey Research","Alaska",0,"yes"
"345","DEM","Harris",16661,"Kamala Harris",51,"Leger","",1,"yes"
"346","REP","Trump",16651,"Donald Trump",47,"Leger","",0,"no"
"347","DEM","Harris",16661,"Kamala Harris",50,"Leger","",1,"yes"
"348","REP","Trump",16651,"Donald Trump",48,"Leger","",0,"no"
"349","DEM","Harris",16661,"Kamala Harris",45.3,"Trafalgar Group","Pennsylvania",1,"no"
"350","REP","Trump",16651,"Donald Trump",47.5,"Trafalgar Group","Pennsylvania",0,"no"
"351","DEM","Harris",16661,"Kamala Harris",47.6,"HighGround","Arizona",1,"no"
"352","REP","Trump",16651,"Donald Trump",45.4,"HighGround","Arizona",0,"no"
"353","DEM","Harris",16661,"Kamala Harris",50,"Bullfinch","Pennsylvania",1,"yes"
"354","REP","Trump",16651,"Donald Trump",46,"Bullfinch","Pennsylvania",0,"no"
"355","DEM","Harris",16661,"Kamala Harris",50,"Bullfinch","Pennsylvania",1,"yes"
"356","REP","Trump",16651,"Donald Trump",46,"Bullfinch","Pennsylvania",0,"no"
"357","DEM","Harris",16661,"Kamala Harris",48,"The Washington Post","North Carolina",1,"no"
"358","REP","Trump",16651,"Donald Trump",50,"The Washington Post","North Carolina",0,"yes"
"359","DEM","Harris",16661,"Kamala Harris",47,"The Washington Post","North Carolina",1,"no"
"360","REP","Trump",16651,"Donald Trump",50,"The Washington Post","North Carolina",0,"yes"
"361","DEM","Harris",16661,"Kamala Harris",47,"Quinnipiac","North Carolina",1,"no"
"362","REP","Trump",16651,"Donald Trump",49,"Quinnipiac","North Carolina",0,"no"
"363","DEM","Harris",16661,"Kamala Harris",48,"Quinnipiac","North Carolina",1,"no"
"364","REP","Trump",16651,"Donald Trump",49,"Quinnipiac","North Carolina",0,"no"
"365","DEM","Harris",16661,"Kamala Harris",44,"Quinnipiac","Georgia",1,"no"
"366","REP","Trump",16651,"Donald Trump",50,"Quinnipiac","Georgia",0,"yes"
"367","DEM","Harris",16661,"Kamala Harris",45,"Quinnipiac","Georgia",1,"no"
"368","REP","Trump",16651,"Donald Trump",50,"Quinnipiac","Georgia",0,"yes"
"369","DEM","Harris",16661,"Kamala Harris",47,"National Research","Arizona",1,"no"
"370","REP","Trump",16651,"Donald Trump",46,"National Research","Arizona",0,"no"
"371","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","Arizona",1,"no"
"372","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Arizona",0,"no"
"373","DEM","Harris",16661,"Kamala Harris",48,"Global Strategy Group/North Star Opinion Research","Arizona",1,"no"
"374","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Arizona",0,"no"
"375","DEM","Harris",16661,"Kamala Harris",46,"Global Strategy Group/North Star Opinion Research","Georgia",1,"no"
"376","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Georgia",0,"no"
"377","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","Georgia",1,"no"
"378","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Georgia",0,"no"
"379","DEM","Harris",16661,"Kamala Harris",46,"Global Strategy Group/North Star Opinion Research","Michigan",1,"no"
"380","REP","Trump",16651,"Donald Trump",48,"Global Strategy Group/North Star Opinion Research","Michigan",0,"no"
"381","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","Michigan",1,"no"
"382","REP","Trump",16651,"Donald Trump",49,"Global Strategy Group/North Star Opinion Research","Michigan",0,"no"
"383","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","Nevada",1,"no"
"384","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Nevada",0,"no"
"385","DEM","Harris",16661,"Kamala Harris",48,"Global Strategy Group/North Star Opinion Research","Nevada",1,"no"
"386","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Nevada",0,"no"
"387","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","North Carolina",1,"no"
"388","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","North Carolina",0,"no"
"389","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","North Carolina",1,"no"
"390","REP","Trump",16651,"Donald Trump",48,"Global Strategy Group/North Star Opinion Research","North Carolina",0,"no"
"391","DEM","Harris",16661,"Kamala Harris",47,"Global Strategy Group/North Star Opinion Research","Pennsylvania",1,"no"
"392","REP","Trump",16651,"Donald Trump",47,"Global Strategy Group/North Star Opinion Research","Pennsylvania",0,"no"
"393","DEM","Harris",16661,"Kamala Harris",48,"Global Strategy Group/North Star Opinion Research","Pennsylvania",1,"no"
"394","REP","Trump",16651,"Donald Trump",48,"Global Strategy Group/North Star Opinion Research","Pennsylvania",0,"no"
"395","DEM","Harris",16661,"Kamala Harris",46,"Global Strategy Group/North Star Opinion Research","Wisconsin",1,"no"
"396","REP","Trump",16651,"Donald Trump",45,"Global Strategy Group/North Star Opinion Research","Wisconsin",0,"no"
"397","DEM","Harris",16661,"Kamala Harris",48,"Global Strategy Group/North Star Opinion Research","Wisconsin",1,"no"
"398","REP","Trump",16651,"Donald Trump",46,"Global Strategy Group/North Star Opinion Research","Wisconsin",0,"no"
"399","DEM","Harris",16661,"Kamala Harris",42,"Winthrop U.","South Carolina",1,"no"
"400","REP","Trump",16651,"Donald Trump",51.6,"Winthrop U.","South Carolina",0,"yes"
"401","DEM","Harris",16661,"Kamala Harris",48,"High Point University","North Carolina",1,"no"
"402","REP","Trump",16651,"Donald Trump",46,"High Point University","North Carolina",0,"no"
"403","DEM","Harris",16661,"Kamala Harris",48,"High Point University","North Carolina",1,"no"
"404","REP","Trump",16651,"Donald Trump",48,"High Point University","North Carolina",0,"no"
"405","DEM","Harris",16661,"Kamala Harris",52.1,"ActiVote","Wisconsin",1,"yes"
"406","REP","Trump",16651,"Donald Trump",47.9,"ActiVote","Wisconsin",0,"no"
"407","DEM","Harris",16661,"Kamala Harris",47.6,"Emerson","Arizona",1,"no"
"408","REP","Trump",16651,"Donald Trump",51.7,"Emerson","Arizona",0,"yes"
"409","DEM","Harris",16661,"Kamala Harris",49.1,"Emerson","North Carolina",1,"no"
"410","REP","Trump",16651,"Donald Trump",49.9,"Emerson","North Carolina",0,"no"
"411","DEM","Harris",16661,"Kamala Harris",49.3,"Emerson","Pennsylvania",1,"no"
"412","REP","Trump",16651,"Donald Trump",48.8,"Emerson","Pennsylvania",0,"no"
"413","DEM","Harris",16661,"Kamala Harris",44.6,"Cygnal","Iowa",1,"no"
"414","REP","Trump",16651,"Donald Trump",51.3,"Cygnal","Iowa",0,"yes"
"415","DEM","Harris",16661,"Kamala Harris",39,"PPP","Utah",1,"no"
"416","REP","Trump",16651,"Donald Trump",54,"PPP","Utah",0,"yes"
"417","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"418","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"419","DEM","Harris",16661,"Kamala Harris",57,"UMBC","Maryland",1,"yes"
"420","REP","Trump",16651,"Donald Trump",35,"UMBC","Maryland",0,"no"
"421","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"422","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"423","DEM","Harris",16661,"Kamala Harris",46,"RMG Research","Texas",1,"no"
"424","REP","Trump",16651,"Donald Trump",53,"RMG Research","Texas",0,"yes"
"425","DEM","Harris",16661,"Kamala Harris",48,"RMG Research","Florida",1,"no"
"426","REP","Trump",16651,"Donald Trump",50,"RMG Research","Florida",0,"yes"
"427","DEM","Harris",16661,"Kamala Harris",47,"RMG Research","North Carolina",1,"no"
"428","REP","Trump",16651,"Donald Trump",51,"RMG Research","North Carolina",0,"yes"
"429","DEM","Harris",16661,"Kamala Harris",50,"RMG Research","Michigan",1,"yes"
"430","REP","Trump",16651,"Donald Trump",47,"RMG Research","Michigan",0,"no"
"431","DEM","Harris",16661,"Kamala Harris",48,"McCourtney Institute/YouGov","",1,"no"
"432","REP","Trump",16651,"Donald Trump",45,"McCourtney Institute/YouGov","",0,"no"
"433","DEM","Harris",16661,"Kamala Harris",44,"Bowling Green State University/YouGov","Ohio",1,"no"
"434","REP","Trump",16651,"Donald Trump",51,"Bowling Green State University/YouGov","Ohio",0,"yes"
"435","DEM","Harris",16661,"Kamala Harris",47,"Redfield & Wilton Strategies","",1,"no"
"436","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","",0,"no"
"437","DEM","Harris",16661,"Kamala Harris",45,"PPP","Florida",1,"no"
"438","REP","Trump",16651,"Donald Trump",49,"PPP","Florida",0,"no"
"439","DEM","Harris",16661,"Kamala Harris",46,"PPP","Florida",1,"no"
"440","REP","Trump",16651,"Donald Trump",50,"PPP","Florida",0,"yes"
"441","DEM","Harris",16661,"Kamala Harris",44,"PPP","Texas",1,"no"
"442","REP","Trump",16651,"Donald Trump",49,"PPP","Texas",0,"no"
"443","DEM","Harris",16661,"Kamala Harris",46,"PPP","Texas",1,"no"
"444","REP","Trump",16651,"Donald Trump",51,"PPP","Texas",0,"yes"
"445","DEM","Harris",16661,"Kamala Harris",51,"Siena/NYT","Nebraska CD-2",1,"yes"
"446","REP","Trump",16651,"Donald Trump",42,"Siena/NYT","Nebraska CD-2",0,"no"
"447","DEM","Harris",16661,"Kamala Harris",49,"Siena/NYT","Nebraska CD-2",1,"no"
"448","REP","Trump",16651,"Donald Trump",41,"Siena/NYT","Nebraska CD-2",0,"no"
"449","DEM","Harris",16661,"Kamala Harris",52,"Siena/NYT","Nebraska CD-2",1,"yes"
"450","REP","Trump",16651,"Donald Trump",43,"Siena/NYT","Nebraska CD-2",0,"no"
"451","DEM","Harris",16661,"Kamala Harris",51,"Siena/NYT","Nebraska CD-2",1,"yes"
"452","REP","Trump",16651,"Donald Trump",42,"Siena/NYT","Nebraska CD-2",0,"no"
"453","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"454","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"455","DEM","Harris",16661,"Kamala Harris",50,"SurveyUSA","Minnesota",1,"yes"
"456","REP","Trump",16651,"Donald Trump",44,"SurveyUSA","Minnesota",0,"no"
"457","DEM","Harris",16661,"Kamala Harris",47.1,"East Carolina University","North Carolina",1,"no"
"458","REP","Trump",16651,"Donald Trump",49.4,"East Carolina University","North Carolina",0,"no"
"459","DEM","Harris",16661,"Kamala Harris",40,"Lake Research","North Dakota",1,"no"
"460","REP","Trump",16651,"Donald Trump",50,"Lake Research","North Dakota",0,"yes"
"461","DEM","Harris",16661,"Kamala Harris",53,"Outward Intelligence","",1,"yes"
"462","REP","Trump",16651,"Donald Trump",47,"Outward Intelligence","",0,"no"
"463","DEM","Harris",16661,"Kamala Harris",50.8,"Outward Intelligence","",1,"yes"
"464","REP","Trump",16651,"Donald Trump",45,"Outward Intelligence","",0,"no"
"465","DEM","Harris",16661,"Kamala Harris",45,"Siena/NYT","Michigan",1,"no"
"466","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Michigan",0,"no"
"467","DEM","Harris",16661,"Kamala Harris",43,"Siena/NYT","Michigan",1,"no"
"468","REP","Trump",16651,"Donald Trump",46,"Siena/NYT","Michigan",0,"no"
"469","DEM","Harris",16661,"Kamala Harris",48,"Siena/NYT","Michigan",1,"no"
"470","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Michigan",0,"no"
"471","DEM","Harris",16661,"Kamala Harris",46,"Siena/NYT","Michigan",1,"no"
"472","REP","Trump",16651,"Donald Trump",46,"Siena/NYT","Michigan",0,"no"
"473","DEM","Harris",16661,"Kamala Harris",45,"Siena/NYT","Ohio",1,"no"
"474","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Ohio",0,"no"
"475","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","Ohio",1,"no"
"476","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Ohio",0,"no"
"477","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","Ohio",1,"no"
"478","REP","Trump",16651,"Donald Trump",50,"Siena/NYT","Ohio",0,"yes"
"479","DEM","Harris",16661,"Kamala Harris",43,"Siena/NYT","Ohio",1,"no"
"480","REP","Trump",16651,"Donald Trump",49,"Siena/NYT","Ohio",0,"no"
"481","DEM","Harris",16661,"Kamala Harris",49,"Siena/NYT","Wisconsin",1,"no"
"482","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Wisconsin",0,"no"
"483","DEM","Harris",16661,"Kamala Harris",48,"Siena/NYT","Wisconsin",1,"no"
"484","REP","Trump",16651,"Donald Trump",45,"Siena/NYT","Wisconsin",0,"no"
"485","DEM","Harris",16661,"Kamala Harris",49,"Siena/NYT","Wisconsin",1,"no"
"486","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","Wisconsin",0,"no"
"487","DEM","Harris",16661,"Kamala Harris",48,"Siena/NYT","Wisconsin",1,"no"
"488","REP","Trump",16651,"Donald Trump",46,"Siena/NYT","Wisconsin",0,"no"
"489","DEM","Harris",16661,"Kamala Harris",52,"Marquette Law School","Wisconsin",1,"yes"
"490","REP","Trump",16651,"Donald Trump",48,"Marquette Law School","Wisconsin",0,"no"
"491","DEM","Harris",16661,"Kamala Harris",52,"Marquette Law School","Wisconsin",1,"yes"
"492","REP","Trump",16651,"Donald Trump",48,"Marquette Law School","Wisconsin",0,"no"
"493","DEM","Harris",16661,"Kamala Harris",48,"Marquette Law School","Wisconsin",1,"no"
"494","REP","Trump",16651,"Donald Trump",44,"Marquette Law School","Wisconsin",0,"no"
"495","DEM","Harris",16661,"Kamala Harris",49,"Marquette Law School","Wisconsin",1,"no"
"496","REP","Trump",16651,"Donald Trump",44,"Marquette Law School","Wisconsin",0,"no"
"497","DEM","Harris",16661,"Kamala Harris",52,"Echelon Insights","",1,"yes"
"498","REP","Trump",16651,"Donald Trump",45,"Echelon Insights","",0,"no"
"499","DEM","Harris",16661,"Kamala Harris",49,"Echelon Insights","",1,"no"
"500","REP","Trump",16651,"Donald Trump",44,"Echelon Insights","",0,"no"
"501","DEM","Harris",16661,"Kamala Harris",45.6,"Big Village","",1,"no"
"502","REP","Trump",16651,"Donald Trump",41.1,"Big Village","",0,"no"
"503","DEM","Harris",16661,"Kamala Harris",48.6,"Big Village","",1,"no"
"504","REP","Trump",16651,"Donald Trump",43.9,"Big Village","",0,"no"
"505","DEM","Harris",16661,"Kamala Harris",49.5,"Big Village","",1,"no"
"506","REP","Trump",16651,"Donald Trump",45.7,"Big Village","",0,"no"
"507","DEM","Harris",16661,"Kamala Harris",48,"TIPP","Nevada",1,"no"
"508","REP","Trump",16651,"Donald Trump",43.9,"TIPP","Nevada",0,"no"
"509","DEM","Harris",16661,"Kamala Harris",49.2,"TIPP","Nevada",1,"no"
"510","REP","Trump",16651,"Donald Trump",47.9,"TIPP","Nevada",0,"no"
"511","DEM","Harris",16661,"Kamala Harris",47.6,"TIPP","Nevada",1,"no"
"512","REP","Trump",16651,"Donald Trump",43.3,"TIPP","Nevada",0,"no"
"513","DEM","Harris",16661,"Kamala Harris",49.7,"TIPP","Nevada",1,"no"
"514","REP","Trump",16651,"Donald Trump",48.5,"TIPP","Nevada",0,"no"
"515","DEM","Harris",16661,"Kamala Harris",47.7,"Quantus Insights","Nevada",1,"no"
"516","REP","Trump",16651,"Donald Trump",48.8,"Quantus Insights","Nevada",0,"no"
"517","DEM","Harris",16661,"Kamala Harris",55.5,"Emerson","New York",1,"yes"
"518","REP","Trump",16651,"Donald Trump",41.6,"Emerson","New York",0,"no"
"519","DEM","Harris",16661,"Kamala Harris",50,"RMG Research","",1,"yes"
"520","REP","Trump",16651,"Donald Trump",48,"RMG Research","",0,"no"
"521","DEM","Harris",16661,"Kamala Harris",39,"ARW Strategies","Indiana",1,"no"
"522","REP","Trump",16651,"Donald Trump",55,"ARW Strategies","Indiana",0,"yes"
"523","DEM","Harris",16661,"Kamala Harris",51,"Morning Consult","",1,"yes"
"524","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"525","DEM","Harris",16661,"Kamala Harris",46,"McLaughlin","Florida",1,"no"
"526","REP","Trump",16651,"Donald Trump",51,"McLaughlin","Florida",0,"yes"
"527","DEM","Harris",16661,"Kamala Harris",44.9,"Victory Insights","Florida",1,"no"
"528","REP","Trump",16651,"Donald Trump",46.9,"Victory Insights","Florida",0,"no"
"529","DEM","Harris",16661,"Kamala Harris",48,"CNN/SSRS","North Carolina",1,"no"
"530","REP","Trump",16651,"Donald Trump",48,"CNN/SSRS","North Carolina",0,"no"
"531","DEM","Harris",16661,"Kamala Harris",53,"CNN/SSRS","Nebraska CD-2",1,"yes"
"532","REP","Trump",16651,"Donald Trump",42,"CNN/SSRS","Nebraska CD-2",0,"no"
"533","DEM","Harris",16661,"Kamala Harris",48.6,"AtlasIntel","Arizona",1,"no"
"534","REP","Trump",16651,"Donald Trump",49.7,"AtlasIntel","Arizona",0,"no"
"535","DEM","Harris",16661,"Kamala Harris",48.6,"AtlasIntel","Arizona",1,"no"
"536","REP","Trump",16651,"Donald Trump",49.8,"AtlasIntel","Arizona",0,"no"
"537","DEM","Harris",16661,"Kamala Harris",46.6,"AtlasIntel","Michigan",1,"no"
"538","REP","Trump",16651,"Donald Trump",50.4,"AtlasIntel","Michigan",0,"yes"
"539","DEM","Harris",16661,"Kamala Harris",47.2,"AtlasIntel","Michigan",1,"no"
"540","REP","Trump",16651,"Donald Trump",50.6,"AtlasIntel","Michigan",0,"yes"
"541","DEM","Harris",16661,"Kamala Harris",50.6,"AtlasIntel","Nevada",1,"yes"
"542","REP","Trump",16651,"Donald Trump",47.7,"AtlasIntel","Nevada",0,"no"
"543","DEM","Harris",16661,"Kamala Harris",50.5,"AtlasIntel","Nevada",1,"yes"
"544","REP","Trump",16651,"Donald Trump",47.7,"AtlasIntel","Nevada",0,"no"
"545","DEM","Harris",16661,"Kamala Harris",48,"AtlasIntel","Pennsylvania",1,"no"
"546","REP","Trump",16651,"Donald Trump",50.6,"AtlasIntel","Pennsylvania",0,"yes"
"547","DEM","Harris",16661,"Kamala Harris",48.1,"AtlasIntel","Pennsylvania",1,"no"
"548","REP","Trump",16651,"Donald Trump",51,"AtlasIntel","Pennsylvania",0,"yes"
"549","DEM","Harris",16661,"Kamala Harris",48.2,"AtlasIntel","Wisconsin",1,"no"
"550","REP","Trump",16651,"Donald Trump",49.6,"AtlasIntel","Wisconsin",0,"no"
"551","DEM","Harris",16661,"Kamala Harris",48.2,"AtlasIntel","Wisconsin",1,"no"
"552","REP","Trump",16651,"Donald Trump",49.7,"AtlasIntel","Wisconsin",0,"no"
"553","DEM","Harris",16661,"Kamala Harris",50.8,"AtlasIntel","North Carolina",1,"yes"
"554","REP","Trump",16651,"Donald Trump",47.3,"AtlasIntel","North Carolina",0,"no"
"555","DEM","Harris",16661,"Kamala Harris",50.5,"AtlasIntel","North Carolina",1,"yes"
"556","REP","Trump",16651,"Donald Trump",48.1,"AtlasIntel","North Carolina",0,"no"
"557","DEM","Harris",16661,"Kamala Harris",49,"AtlasIntel","Georgia",1,"no"
"558","REP","Trump",16651,"Donald Trump",49.3,"AtlasIntel","Georgia",0,"no"
"559","DEM","Harris",16661,"Kamala Harris",49,"AtlasIntel","Georgia",1,"no"
"560","REP","Trump",16651,"Donald Trump",49.6,"AtlasIntel","Georgia",0,"no"
